UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;Observação;ICMNP
PA;BR-230;1207,000;1208,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1208,000;1209,000;1,000;21/09/2021;-4,2961846;-55,9583089;;77,500
PA;BR-230;1209,000;1210,000;1,000;21/09/2021;-4,2961846;-55,9583089;;77,500
PA;BR-230;1210,000;1211,000;1,000;21/09/2021;-4,2961846;-55,9583089;;77,500
PA;BR-230;1211,000;1212,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1212,000;1213,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1213,000;1214,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1214,000;1215,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1215,000;1216,000;1,000;21/09/2021;-4,2961846;-55,9583089;;68,750
PA;BR-230;1216,000;1217,000;1,000;21/09/2021;-4,2961846;-55,9583089;;68,750
PA;BR-230;1217,000;1218,000;1,000;21/09/2021;-4,2961846;-55,9583089;;68,750
PA;BR-230;1218,000;1219,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1219,000;1220,000;1,000;21/09/2021;-4,2961846;-55,9583089;;77,500
PA;BR-230;1220,000;1221,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1221,000;1222,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1222,000;1223,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1223,000;1224,000;1,000;21/09/2021;-4,2961846;-55,9583089;;78,750
PA;BR-230;1224,000;1225,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1225,000;1226,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1226,000;1227,000;1,000;21/09/2021;-4,2961846;-55,9583089;;52,500
PA;BR-230;1227,000;1228,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1228,000;1229,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1229,000;1230,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1230,000;1231,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1231,000;1232,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1232,000;1233,000;1,000;21/09/2021;-4,2961846;-55,9583089;;77,500
PA;BR-230;1233,000;1234,000;1,000;21/09/2021;-4,2961846;-55,9583089;;45,000
PA;BR-230;1234,000;1235,000;1,000;21/09/2021;-4,2961846;-55,9583089;;57,500
PA;BR-230;1235,000;1236,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1236,000;1237,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1237,000;1238,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1238,000;1239,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1239,000;1240,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1240,000;1241,000;1,000;21/09/2021;-4,2961846;-55,9583089;;57,500
PA;BR-230;1241,000;1242,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1242,000;1243,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1243,000;1244,000;1,000;21/09/2021;-4,2961846;-55,9583089;;77,500
PA;BR-230;1244,000;1245,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1245,000;1246,000;1,000;21/09/2021;-4,2961846;-55,9583089;;77,500
PA;BR-230;1246,000;1247,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1247,000;1248,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1248,000;1249,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1249,000;1250,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1250,000;1251,000;1,000;21/09/2021;-4,2961846;-55,9583089;;67,500
PA;BR-230;1251,000;1252,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
