;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;ICMNP
AM;BR-319;515,000;514,000;1,000;08/06/2023;-7,5126501;-63,0311308;85,000
AM;BR-319;514,000;513,000;1,000;08/06/2023;-7,5126501;-63,0311308;78,750
AM;BR-319;631,000;630,000;1,000;08/06/2023;-7,5126501;-63,0311308;77,500
AM;BR-319;630,000;629,000;1,000;08/06/2023;-7,5126501;-63,0311308;83,750
AM;BR-319;629,000;628,000;1,000;08/06/2023;-7,5126501;-63,0311308;61,250
AM;BR-319;628,000;627,000;1,000;08/06/2023;-7,5126501;-63,0311308;83,750
AM;BR-319;627,000;626,000;1,000;08/06/2023;-7,5126501;-63,0311308;70,000
AM;BR-319;626,000;625,000;1,000;08/06/2023;-7,5126501;-63,0311308;70,000
AM;BR-319;625,000;624,000;1,000;08/06/2023;-7,5126501;-63,0311308;72,500
AM;BR-319;624,000;623,000;1,000;08/06/2023;-7,5126501;-63,0311308;72,500
AM;BR-319;623,000;622,000;1,000;08/06/2023;-7,5126501;-63,0311308;82,500
AM;BR-319;622,000;621,000;1,000;08/06/2023;-7,5126501;-63,0311308;76,250
AM;BR-319;621,000;620,000;1,000;08/06/2023;-7,5126501;-63,0311308;55,000
AM;BR-319;620,000;619,000;1,000;08/06/2023;-7,5126501;-63,0311308;55,000
AM;BR-319;619,000;618,000;1,000;08/06/2023;-7,5126501;-63,0311308;66,250
AM;BR-319;618,000;617,000;1,000;08/06/2023;-7,5126501;-63,0311308;68,750
AM;BR-319;617,000;616,000;1,000;08/06/2023;-7,5140632;-63,0212305;65,000
AM;BR-319;616,000;615,000;1,000;08/06/2023;-7,5140632;-63,0212305;63,750
AM;BR-319;615,000;614,000;1,000;08/06/2023;-7,5140632;-63,0212305;73,750
AM;BR-319;614,000;613,000;1,000;08/06/2023;-7,5140632;-63,0212305;61,250
AM;BR-319;613,000;612,000;1,000;08/06/2023;-7,5140632;-63,0212305;97,500
AM;BR-319;612,000;611,000;1,000;08/06/2023;-7,5140632;-63,0212305;86,250
AM;BR-319;611,000;610,000;1,000;08/06/2023;-7,5140632;-63,0212305;71,250
AM;BR-319;610,000;609,000;1,000;08/06/2023;-7,5140632;-63,0212305;78,750
AM;BR-319;609,000;608,000;1,000;08/06/2023;-7,5140632;-63,0212305;83,750
AM;BR-319;608,000;607,000;1,000;08/06/2023;-7,5140632;-63,0212305;77,500
AM;BR-319;607,000;606,000;1,000;08/06/2023;-7,5140632;-63,0212305;91,250
AM;BR-319;606,000;605,000;1,000;08/06/2023;-7,5140632;-63,0212305;70,000
AM;BR-319;605,000;604,000;1,000;08/06/2023;-7,5140632;-63,0212305;68,750
AM;BR-319;604,000;603,000;1,000;08/06/2023;-7,5140632;-63,0212305;72,500
AM;BR-319;603,000;602,000;1,000;08/06/2023;-7,5140632;-63,0212305;80,000
AM;BR-319;602,000;601,000;1,000;08/06/2023;-7,5140632;-63,0212305;62,500
AM;BR-319;601,000;600,000;1,000;08/06/2023;-7,5140632;-63,0212305;72,500
AM;BR-319;600,000;599,000;1,000;08/06/2023;-7,5140632;-63,0212305;75,000
AM;BR-319;599,000;598,000;1,000;08/06/2023;-7,5140632;-63,0212305;58,750
AM;BR-319;598,000;597,000;1,000;08/06/2023;-7,5140632;-63,0212305;56,250
AM;BR-319;597,000;596,000;1,000;08/06/2023;-7,5140632;-63,0212305;55,000
AM;BR-319;596,000;595,000;1,000;08/06/2023;-7,5140632;-63,0212305;66,250
AM;BR-319;595,000;594,000;1,000;08/06/2023;-7,5140632;-63,0212305;63,750
