;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;Observação;ICMNP
BA;BR-330;654,000;655,000;1,0000;13/07/2022;-12,2689689;-38,950445;;70,000
BA;BR-330;655,000;656,000;1,0000;13/07/2022;-12,2689689;-38,950445;;71,250
BA;BR-330;656,000;657,000;1,0000;13/07/2022;-12,2689689;-38,950445;;48,750
BA;BR-330;657,000;658,000;1,0000;13/07/2022;-12,2689689;-38,950445;;71,250
BA;BR-330;658,000;659,000;1,0000;13/07/2022;-12,2689689;-38,950445;;42,500
BA;BR-330;659,000;660,000;1,0000;13/07/2022;-12,2689689;-38,950445;;50,000
BA;BR-330;660,000;661,000;1,0000;13/07/2022;-12,2689689;-38,950445;;47,500
BA;BR-330;661,000;662,000;1,0000;13/07/2022;-12,2689689;-38,950445;;45,000
BA;BR-330;662,000;663,000;1,0000;13/07/2022;-12,2689689;-38,950445;;45,000
BA;BR-330;663,000;664,000;1,0000;13/07/2022;-12,2689689;-38,950445;;61,250
BA;BR-330;664,000;665,000;1,0000;13/07/2022;-12,2689689;-38,950445;;65,000
BA;BR-330;665,000;666,000;1,0000;13/07/2022;-12,2689689;-38,950445;;78,750
BA;BR-330;666,000;667,000;1,0000;13/07/2022;-12,2689689;-38,950445;;57,500
BA;BR-330;667,000;668,000;1,0000;13/07/2022;-12,2689689;-38,950445;;57,500
BA;BR-330;668,000;669,000;1,0000;13/07/2022;-12,2689689;-38,950445;;78,750
BA;BR-330;669,000;670,000;1,0000;13/07/2022;-12,2689689;-38,950445;;76,250
BA;BR-330;670,000;671,000;1,0000;13/07/2022;-12,2689689;-38,950445;;50,000
BA;BR-330;671,000;672,000;1,0000;13/07/2022;-12,2689689;-38,950445;;63,750
BA;BR-330;672,000;673,000;1,0000;13/07/2022;-12,2689689;-38,950445;;52,500
BA;BR-330;673,000;674,000;1,0000;13/07/2022;-12,2689689;-38,950445;;70,000
BA;BR-330;674,000;675,000;1,0000;13/07/2022;-12,2689689;-38,950445;;72,500
BA;BR-330;675,000;676,000;1,0000;13/07/2022;-12,2689689;-38,950445;;58,750
BA;BR-330;676,000;677,000;1,0000;13/07/2022;-12,2689689;-38,950445;;57,500
BA;BR-330;677,000;678,000;1,0000;13/07/2022;-12,2689689;-38,950445;;56,250
BA;BR-330;678,000;679,000;1,0000;13/07/2022;-12,2689689;-38,950445;;50,000
BA;BR-330;679,000;680,000;1,0000;13/07/2022;-12,2689689;-38,950445;;56,250
BA;BR-330;680,000;681,000;1,0000;13/07/2022;-12,2689689;-38,950445;;57,500
BA;BR-330;681,000;682,000;1,0000;13/07/2022;-12,2689689;-38,950445;;72,500
BA;BR-330;682,000;683,000;1,0000;13/07/2022;-12,2689689;-38,950445;;75,000
BA;BR-330;683,000;684,000;1,0000;13/07/2022;-12,2689689;-38,950445;;75,000
BA;BR-330;684,000;685,000;1,0000;13/07/2022;-12,2689689;-38,950445;;71,250
BA;BR-330;685,000;686,000;1,0000;13/07/2022;-12,2689689;-38,950445;;78,750
BA;BR-330;686,000;687,000;1,0000;13/07/2022;-12,2689689;-38,950445;;83,750
BA;BR-330;687,000;688,000;1,0000;13/07/2022;-12,2689689;-38,950445;;77,500
BA;BR-330;688,000;689,000;1,0000;13/07/2022;-12,2689689;-38,950445;;65,000
BA;BR-330;689,000;690,000;1,0000;13/07/2022;-12,2689689;-38,950445;;60,000
BA;BR-330;690,000;691,000;1,0000;13/07/2022;-12,2689689;-38,950445;;75,000
BA;BR-330;691,000;692,000;1,0000;13/07/2022;-12,2689689;-38,950445;;80,000
BA;BR-330;692,000;693,000;1,0000;13/07/2022;-12,2689689;-38,950445;;92,500
BA;BR-330;693,000;694,000;1,0000;13/07/2022;-12,2689689;-38,950445;;80,000
BA;BR-030;724,700;725,000;0,3000;13/07/2022;-12,2689759;-38,950452;;2,500
BA;BR-030;725,000;726,000;1,0000;13/07/2022;-12,2689759;-38,950452;;32,500
